"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,"Product Name",Sales,Quantity,Discount,Profit
8359,CA-2014-110555,2014-04-11,2014-04-18,"Standard Class",MM-18055,"Michelle Moray",Consumer,"United States","Great Falls",Montana,59405,West,TEC-PH-10000586,Technology,Phones,"AT&T SB67148 SynJ",105.584,2,0.2,9.2386
6356,CA-2014-110611,2014-10-06,2014-10-13,"Standard Class",JD-16015,"Joy Daniels",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,OFF-ST-10000642,"Office Supplies",Storage,"Tennsco Lockers, Gray",83.92,5,0.2,-13.637
2338,CA-2014-110639,2014-08-23,2014-08-23,"Same Day",RH-19495,"Rick Hansen",Consumer,"United States","New York City","New York",10009,East,OFF-PA-10003936,"Office Supplies",Paper,"Xerox 1994",25.92,4,0,12.4416
2339,CA-2014-110639,2014-08-23,2014-08-23,"Same Day",RH-19495,"Rick Hansen",Consumer,"United States","New York City","New York",10009,East,OFF-PA-10004530,"Office Supplies",Paper,"Personal Creations Ink Jet Cards and Labels",45.92,4,0,22.5008
4038,CA-2014-110786,2014-12-29,2015-01-02,"Standard Class",AJ-10795,"Anthony Johnson",Corporate,"United States","San Francisco",California,94110,West,FUR-FU-10000550,Furniture,Furnishings,"Stacking Trays by OIC",24.9,5,0,8.217
4044,CA-2014-110786,2014-12-29,2015-01-02,"Standard Class",AJ-10795,"Anthony Johnson",Corporate,"United States","San Francisco",California,94110,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10" Spectator Wall Clock"",70.56,6,0,23.9904
4041,CA-2014-110786,2014-12-29,2015-01-02,"Standard Class",AJ-10795,"Anthony Johnson",Corporate,"United States","San Francisco",California,94110,West,OFF-BI-10003305,"Office Supplies",Binders,"Avery Hanging File Binders",14.352,3,0.2,4.6644
4043,CA-2014-110786,2014-12-29,2015-01-02,"Standard Class",AJ-10795,"Anthony Johnson",Corporate,"United States","San Francisco",California,94110,West,OFF-LA-10001474,"Office Supplies",Labels,"Avery 477",274.77,9,0,126.3942
4039,CA-2014-110786,2014-12-29,2015-01-02,"Standard Class",AJ-10795,"Anthony Johnson",Corporate,"United States","San Francisco",California,94110,West,OFF-PA-10000528,"Office Supplies",Paper,"Xerox 1981",21.12,4,0,9.504
4040,CA-2014-110786,2014-12-29,2015-01-02,"Standard Class",AJ-10795,"Anthony Johnson",Corporate,"United States","San Francisco",California,94110,West,TEC-MA-10003183,Technology,Machines,"DYMO CardScan Personal V9 Business Card Scanner",767.952,6,0.2,287.982
4042,CA-2014-110786,2014-12-29,2015-01-02,"Standard Class",AJ-10795,"Anthony Johnson",Corporate,"United States","San Francisco",California,94110,West,TEC-PH-10001425,Technology,Phones,"Mophie Juice Pack Helium for iPhone",191.976,3,0.2,19.1976
3535,CA-2014-110849,2014-04-18,2014-04-23,"Standard Class",JL-15835,"John Lee",Consumer,"United States","Los Angeles",California,90049,West,OFF-AR-10000657,"Office Supplies",Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",10.75,5,0,3.5475
3534,CA-2014-110849,2014-04-18,2014-04-23,"Standard Class",JL-15835,"John Lee",Consumer,"United States","Los Angeles",California,90049,West,OFF-AR-10002375,"Office Supplies",Art,"Newell 351",13.12,4,0,3.8048
3536,CA-2014-110849,2014-04-18,2014-04-23,"Standard Class",JL-15835,"John Lee",Consumer,"United States","Los Angeles",California,90049,West,OFF-FA-10000134,"Office Supplies",Fasteners,"Advantus Push Pins, Aluminum Head",11.62,2,0,3.6022
3533,CA-2014-110849,2014-04-18,2014-04-23,"Standard Class",JL-15835,"John Lee",Consumer,"United States","Los Angeles",California,90049,West,TEC-MA-10002859,Technology,Machines,"Ativa MDM8000 8-Sheet Micro-Cut Shredder",287.968,4,0.2,97.1892
308,CA-2014-111003,2014-06-01,2014-06-06,"Standard Class",CR-12625,"Corey Roper","Home Office","United States",Lakewood,"New Jersey",8701,East,OFF-AR-10002135,"Office Supplies",Art,"Boston Heavy-Duty Trimline Electric Pencil Sharpeners",289.2,6,0,83.868
307,CA-2014-111003,2014-06-01,2014-06-06,"Standard Class",CR-12625,"Corey Roper","Home Office","United States",Lakewood,"New Jersey",8701,East,OFF-BI-10001072,"Office Supplies",Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0,20.9208
1519,CA-2014-111059,2014-02-03,2014-02-06,"Second Class",TB-21400,"Tom Boeckenhauer",Consumer,"United States",Seattle,Washington,98105,West,OFF-BI-10002827,"Office Supplies",Binders,"Avery Durable Poly Binders",13.272,3,0.2,4.3134
1518,CA-2014-111059,2014-02-03,2014-02-06,"Second Class",TB-21400,"Tom Boeckenhauer",Consumer,"United States",Seattle,Washington,98105,West,OFF-BI-10004593,"Office Supplies",Binders,"Ibico Laser Imprintable Binding System Covers",83.84,2,0.2,27.248
2006,CA-2014-111150,2014-12-31,2015-01-04,"Standard Class",RW-19630,"Rob Williams",Corporate,"United States",Columbia,Missouri,65203,Central,OFF-AR-10000034,"Office Supplies",Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,7,0,11.5752
2007,CA-2014-111150,2014-12-31,2015-01-04,"Standard Class",RW-19630,"Rob Williams",Corporate,"United States",Columbia,Missouri,65203,Central,TEC-AC-10000290,Technology,Accessories,"Sabrent 4-Port USB 2.0 Hub",47.53,7,0,16.1602
9946,CA-2014-111157,2014-03-02,2014-03-06,"Standard Class",NH-18610,"Nicole Hansen",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,OFF-PA-10000327,"Office Supplies",Paper,"Xerox 1971",3.424,1,0.2,1.07
9947,CA-2014-111157,2014-03-02,2014-03-06,"Standard Class",NH-18610,"Nicole Hansen",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,TEC-AC-10004353,Technology,Accessories,"Hypercom P1300 Pinpad",151.2,3,0.2,32.13
5162,CA-2014-111192,2014-07-30,2014-08-05,"Standard Class",TS-21430,"Tom Stivers",Corporate,"United States",Seattle,Washington,98103,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1" Thick Stackable Bookcases"",1367.84,8,0,259.8896
9922,CA-2014-111360,2014-11-24,2014-11-30,"Standard Class",AT-10435,"Alyssa Tate","Home Office","United States",Akron,Ohio,44312,East,OFF-BI-10003350,"Office Supplies",Binders,"Acco Expandable Hanging Binders",5.742,3,0.7,-4.5936
295,CA-2014-111451,2014-12-26,2014-12-28,"First Class",KL-16555,"Kelly Lampkin",Corporate,"United States","Colorado Springs",Colorado,80906,West,FUR-CH-10001891,Furniture,Chairs,"Global Deluxe Office Fabric Chairs",230.352,3,0.2,20.1558
296,CA-2014-111451,2014-12-26,2014-12-28,"First Class",KL-16555,"Kelly Lampkin",Corporate,"United States","Colorado Springs",Colorado,80906,West,FUR-FU-10002918,Furniture,Furnishings,"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",218.352,3,0.2,-24.5646
294,CA-2014-111451,2014-12-26,2014-12-28,"First Class",KL-16555,"Kelly Lampkin",Corporate,"United States","Colorado Springs",Colorado,80906,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13" Diameter Goldtone Round Wall Clock"",300.416,8,0.2,78.8592
297,CA-2014-111451,2014-12-26,2014-12-28,"First Class",KL-16555,"Kelly Lampkin",Corporate,"United States","Colorado Springs",Colorado,80906,West,OFF-BI-10004593,"Office Supplies",Binders,"Ibico Laser Imprintable Binding System Covers",78.6,5,0.7,-62.88
298,CA-2014-111451,2014-12-26,2014-12-28,"First Class",KL-16555,"Kelly Lampkin",Corporate,"United States","Colorado Springs",Colorado,80906,West,OFF-FA-10004854,"Office Supplies",Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,0.2,9.2988
2532,CA-2014-111500,2014-08-17,2014-08-21,"Standard Class",DJ-13510,"Don Jones",Corporate,"United States","Little Rock",Arkansas,72209,South,OFF-BI-10000829,"Office Supplies",Binders,"Avery Non-Stick Binders",17.96,4,0,8.2616
2533,CA-2014-111500,2014-08-17,2014-08-21,"Standard Class",DJ-13510,"Don Jones",Corporate,"United States","Little Rock",Arkansas,72209,South,OFF-FA-10002676,"Office Supplies",Fasteners,"Colored Push Pins",12.67,7,0,4.5612
2531,CA-2014-111500,2014-08-17,2014-08-21,"Standard Class",DJ-13510,"Don Jones",Corporate,"United States","Little Rock",Arkansas,72209,South,OFF-PA-10000595,"Office Supplies",Paper,"Xerox 1929",114.2,5,0,52.532
2534,CA-2014-111500,2014-08-17,2014-08-21,"Standard Class",DJ-13510,"Don Jones",Corporate,"United States","Little Rock",Arkansas,72209,South,TEC-AC-10000844,Technology,Accessories,"LogitechGaming G510s - Keyboard",339.96,4,0,122.3856
5736,CA-2014-111773,2014-06-29,2014-07-03,"Standard Class",JK-15625,"Jim Karlsson",Consumer,"United States","New York City","New York",10024,East,OFF-BI-10000174,"Office Supplies",Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,3,0.2,4.872
9290,CA-2014-111857,2014-04-23,2014-04-26,"Second Class",NM-18445,"Nathan Mautz","Home Office","United States","San Francisco",California,94109,West,OFF-PA-10001878,"Office Supplies",Paper,"Xerox 1891",48.91,1,0,22.9877
6152,CA-2014-111871,2014-03-18,2014-03-21,"Second Class",EK-13795,"Eileen Kiefer","Home Office","United States","San Francisco",California,94110,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10,0.15,70.49
7296,CA-2014-111899,2014-05-04,2014-05-05,"First Class",NC-18340,"Nat Carroll",Consumer,"United States",Houston,Texas,77036,Central,OFF-AR-10001725,"Office Supplies",Art,"Boston Home & Office Model 2000 Electric Pencil Sharpeners",37.84,2,0.2,2.838
7297,CA-2014-111899,2014-05-04,2014-05-05,"First Class",NC-18340,"Nat Carroll",Consumer,"United States",Houston,Texas,77036,Central,OFF-FA-10000840,"Office Supplies",Fasteners,"OIC Thumb-Tacks",5.472,6,0.2,1.8468
8596,CA-2014-111934,2014-05-05,2014-05-07,"First Class",GD-14590,"Giulietta Dortch",Corporate,"United States",Arlington,Virginia,22204,South,OFF-BI-10004364,"Office Supplies",Binders,"Storex Dura Pro Binders",11.88,2,0,5.346
8597,CA-2014-111934,2014-05-05,2014-05-07,"First Class",GD-14590,"Giulietta Dortch",Corporate,"United States",Arlington,Virginia,22204,South,OFF-PA-10000474,"Office Supplies",Paper,"Easy-staple paper",35.44,1,0,16.6568
9730,CA-2014-111962,2014-09-29,2014-10-04,"Standard Class",EB-14170,"Evan Bailliet",Consumer,"United States",Seattle,Washington,98115,West,OFF-BI-10001308,"Office Supplies",Binders,"GBC Standard Plastic Binding Systems' Combs",10.048,2,0.2,3.14
9731,CA-2014-111962,2014-09-29,2014-10-04,"Standard Class",EB-14170,"Evan Bailliet",Consumer,"United States",Seattle,Washington,98115,West,OFF-ST-10000046,"Office Supplies",Storage,"Fellowes Super Stor/Drawer Files",807.75,5,0,153.4725
709,CA-2014-112158,2014-12-02,2014-12-04,"First Class",DP-13165,"David Philippe",Consumer,"United States","New York City","New York",10035,East,FUR-BO-10003272,Furniture,Bookcases,"O'Sullivan Living Dimensions 5-Shelf Bookcases",883.92,5,0.2,-110.49
710,CA-2014-112158,2014-12-02,2014-12-04,"First Class",DP-13165,"David Philippe",Consumer,"United States","New York City","New York",10035,East,OFF-BI-10000050,"Office Supplies",Binders,"Angle-D Binders with Locking Rings, Label Holders",46.72,8,0.2,15.768
708,CA-2014-112158,2014-12-02,2014-12-04,"First Class",DP-13165,"David Philippe",Consumer,"United States","New York City","New York",10035,East,TEC-AC-10003628,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",119.96,4,0,52.7824
9884,CA-2014-112291,2014-04-03,2014-04-08,"Standard Class",KE-16420,"Katrina Edelman",Corporate,"United States","Los Angeles",California,90008,West,OFF-EN-10001415,"Office Supplies",Envelopes,"Staple envelope",11.16,2,0,5.58
9886,CA-2014-112291,2014-04-03,2014-04-08,"Standard Class",KE-16420,"Katrina Edelman",Corporate,"United States","Los Angeles",California,90008,West,TEC-AC-10000736,Technology,Accessories,"Logitech G600 MMO Gaming Mouse",159.98,2,0,57.5928
9885,CA-2014-112291,2014-04-03,2014-04-08,"Standard Class",KE-16420,"Katrina Edelman",Corporate,"United States","Los Angeles",California,90008,West,TEC-AC-10001284,Technology,Accessories,"Enermax Briskie RF Wireless Keyboard and Mouse Combo",62.31,3,0,22.4316
742,CA-2014-112326,2014-01-04,2014-01-08,"Standard Class",PO-19195,"Phillina Ober","Home Office","United States",Naperville,Illinois,60540,Central,OFF-BI-10004094,"Office Supplies",Binders,"GBC Standard Plastic Binding Systems Combs",3.54,2,0.8,-5.487
740,CA-2014-112326,2014-01-04,2014-01-08,"Standard Class",PO-19195,"Phillina Ober","Home Office","United States",Naperville,Illinois,60540,Central,OFF-LA-10003223,"Office Supplies",Labels,"Avery 508",11.784,3,0.2,4.2717
741,CA-2014-112326,2014-01-04,2014-01-08,"Standard Class",PO-19195,"Phillina Ober","Home Office","United States",Naperville,Illinois,60540,Central,OFF-ST-10002743,"Office Supplies",Storage,"SAFCO Boltless Steel Shelving",272.736,3,0.2,-64.7748
4712,CA-2014-112403,2014-03-31,2014-03-31,"Same Day",JO-15280,"Jas O'Carroll",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,OFF-BI-10003529,"Office Supplies",Binders,"Avery Round Ring Poly Binders",0.852,1,0.7,-0.5964
2606,CA-2014-112718,2014-12-16,2014-12-21,"Standard Class",KN-16450,"Kean Nguyen",Corporate,"United States",Jacksonville,Florida,32216,South,OFF-BI-10000591,"Office Supplies",Binders,"Avery Binder Labels",1.167,1,0.7,-0.8558
6312,CA-2014-112837,2014-09-11,2014-09-16,"Standard Class",LW-17125,"Liz Willingham",Consumer,"United States",Oxnard,California,93030,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0,21.7515
3745,CA-2014-113047,2014-10-24,2014-10-24,"Same Day",AP-10915,"Arthur Prichep",Consumer,"United States","Rock Hill","South Carolina",29730,South,OFF-FA-10002763,"Office Supplies",Fasteners,"Advantus Map Pennant Flags and Round Head Tacks",11.85,3,0,3.792
403,CA-2014-113166,2014-12-24,2014-12-26,"First Class",LF-17185,"Luke Foster",Consumer,"United States",Miami,Florida,33180,South,OFF-PA-10001947,"Office Supplies",Paper,"Xerox 1974",9.568,2,0.2,3.4684
9832,CA-2014-113257,2014-12-16,2014-12-18,"Second Class",SC-20305,"Sean Christensen",Consumer,"United States",Beaumont,Texas,77705,Central,FUR-FU-10001706,Furniture,Furnishings,"Longer-Life Soft White Bulbs",8.624,7,0.6,-2.5872
9831,CA-2014-113257,2014-12-16,2014-12-18,"Second Class",SC-20305,"Sean Christensen",Consumer,"United States",Beaumont,Texas,77705,Central,TEC-AC-10004171,Technology,Accessories,"Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset",319.968,4,0.2,95.9904
9244,CA-2014-113271,2014-07-09,2014-07-14,"Standard Class",DS-13030,"Darrin Sayre","Home Office","United States","San Francisco",California,94122,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",119.833,1,0.15,7.049
9245,CA-2014-113271,2014-07-09,2014-07-14,"Standard Class",DS-13030,"Darrin Sayre","Home Office","United States","San Francisco",California,94122,West,OFF-AR-10003251,"Office Supplies",Art,"Prang Drawing Pencil Set",5.56,2,0,2.224
9243,CA-2014-113271,2014-07-09,2014-07-14,"Standard Class",DS-13030,"Darrin Sayre","Home Office","United States","San Francisco",California,94122,West,OFF-BI-10002609,"Office Supplies",Binders,"Avery Hidden Tab Dividers for Binding Systems",14.304,6,0.2,4.6488
9246,CA-2014-113271,2014-07-09,2014-07-14,"Standard Class",DS-13030,"Darrin Sayre","Home Office","United States","San Francisco",California,94122,West,OFF-PA-10002365,"Office Supplies",Paper,"Xerox 1967",32.4,5,0,15.552
4856,CA-2014-113320,2014-12-12,2014-12-15,"Second Class",LH-17155,"Logan Haushalter",Consumer,"United States",Oakland,California,94601,West,FUR-FU-10001706,Furniture,Furnishings,"Longer-Life Soft White Bulbs",9.24,3,0,4.4352
4854,CA-2014-113320,2014-12-12,2014-12-15,"Second Class",LH-17155,"Logan Haushalter",Consumer,"United States",Oakland,California,94601,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3,0,4.5144
4855,CA-2014-113320,2014-12-12,2014-12-15,"Second Class",LH-17155,"Logan Haushalter",Consumer,"United States",Oakland,California,94601,West,OFF-ST-10000617,"Office Supplies",Storage,"Woodgrain Magazine Files by Perma",8.94,3,0,0.6258
493,CA-2014-113362,2014-09-14,2014-09-19,"Standard Class",AJ-10960,"Astrea Jones",Consumer,"United States",Rochester,"New York",14609,East,OFF-EN-10003845,"Office Supplies",Envelopes,"Colored Envelopes",11.07,3,0,5.0922
492,CA-2014-113362,2014-09-14,2014-09-19,"Standard Class",AJ-10960,"Astrea Jones",Consumer,"United States",Rochester,"New York",14609,East,OFF-ST-10001809,"Office Supplies",Storage,"Fellowes Officeware Wire Shelving",449.15,5,0,8.983
7983,CA-2014-113383,2014-09-10,2014-09-13,"First Class",SF-20065,"Sandra Flanagan",Consumer,"United States",Clifton,"New Jersey",7011,East,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",254.9,5,0,76.47
7982,CA-2014-113383,2014-09-10,2014-09-13,"First Class",SF-20065,"Sandra Flanagan",Consumer,"United States",Clifton,"New Jersey",7011,East,OFF-AP-10004532,"Office Supplies",Appliances,"Kensington 6 Outlet Guardian Standard Surge Protector",81.92,4,0,22.1184
2492,CA-2014-113579,2014-12-13,2014-12-15,"Second Class",KD-16345,"Katherine Ducich",Consumer,"United States","Los Angeles",California,90049,West,OFF-PA-10001457,"Office Supplies",Paper,"White GlueTop Scratch Pads",90.24,6,0,41.5104
5355,CA-2014-113768,2014-05-13,2014-05-19,"Standard Class",AH-10030,"Aaron Hawkins",Corporate,"United States","Los Angeles",California,90004,West,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.456,6,0.2,20.9592
5356,CA-2014-113768,2014-05-13,2014-05-19,"Standard Class",AH-10030,"Aaron Hawkins",Corporate,"United States","Los Angeles",California,90004,West,OFF-PA-10003063,"Office Supplies",Paper,"EcoTones Memo Sheets",8,2,0,3.84
5278,CA-2014-113859,2014-09-13,2014-09-17,"Standard Class",BC-11125,"Becky Castell","Home Office","United States",Odessa,Texas,79762,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",340.116,6,0.3,-9.7176
6548,CA-2014-113880,2014-03-01,2014-03-05,"Standard Class",VF-21715,"Vicky Freymann","Home Office","United States",Elmhurst,Illinois,60126,Central,FUR-CH-10000863,Furniture,Chairs,"Novimex Swivel Fabric Task Chair",634.116,6,0.3,-172.1172
6549,CA-2014-113880,2014-03-01,2014-03-05,"Standard Class",VF-21715,"Vicky Freymann","Home Office","United States",Elmhurst,Illinois,60126,Central,OFF-PA-10003036,"Office Supplies",Paper,"Black Print Carbonless 8 1/2" x 8 1/4"" Rapid Memo Book"",17.472,3,0.2,5.6784
711,CA-2014-113887,2014-04-05,2014-04-07,"First Class",TH-21550,"Tracy Hopkins","Home Office","United States","New York City","New York",10035,East,OFF-PA-10004071,"Office Supplies",Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304
2913,CA-2014-113929,2014-06-16,2014-06-21,"Standard Class",CK-12205,"Chloris Kastensmidt",Consumer,"United States",Hempstead,"New York",11550,East,OFF-AR-10003772,"Office Supplies",Art,"Boston 16750 Black Compact Battery Pencil Sharpener",35,4,0,10.5
2914,CA-2014-113929,2014-06-16,2014-06-21,"Standard Class",CK-12205,"Chloris Kastensmidt",Consumer,"United States",Hempstead,"New York",11550,East,OFF-BI-10002852,"Office Supplies",Binders,"Ibico Standard Transparent Covers",39.552,3,0.2,14.3376
2912,CA-2014-113929,2014-06-16,2014-06-21,"Standard Class",CK-12205,"Chloris Kastensmidt",Consumer,"United States",Hempstead,"New York",11550,East,OFF-EN-10003286,"Office Supplies",Envelopes,"Staple envelope",41.4,5,0,19.458
7483,CA-2014-113964,2014-09-23,2014-09-30,"Standard Class",JP-16135,"Julie Prescott","Home Office","United States","New York City","New York",10011,East,OFF-BI-10004654,"Office Supplies",Binders,"Avery Binding System Hidden Tab Executive Style Index Sets",18.464,4,0.2,6.924
8174,CA-2014-114125,2014-07-09,2014-07-13,"Standard Class",GH-14410,"Gary Hansen","Home Office","United States","Los Angeles",California,90049,West,OFF-BI-10003291,"Office Supplies",Binders,"Wilson Jones Leather-Like Binders with DublLock Round Rings",41.904,6,0.2,14.1426
8173,CA-2014-114125,2014-07-09,2014-07-13,"Standard Class",GH-14410,"Gary Hansen","Home Office","United States","Los Angeles",California,90049,West,OFF-LA-10004559,"Office Supplies",Labels,"Avery 49",2.88,1,0,1.4112
8175,CA-2014-114125,2014-07-09,2014-07-13,"Standard Class",GH-14410,"Gary Hansen","Home Office","United States","Los Angeles",California,90049,West,OFF-ST-10001505,"Office Supplies",Storage,"Perma STOR-ALL Hanging File Box, 13 1/8"W x 12 1/4""D x 10 1/2""H"",23.92,4,0,4.0664
7555,CA-2014-114181,2014-05-10,2014-05-14,"Second Class",AF-10885,"Art Foster",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,FUR-BO-10004467,Furniture,Bookcases,"Bestar Classic Bookcase",349.965,7,0.5,-216.9783
7556,CA-2014-114181,2014-05-10,2014-05-14,"Second Class",AF-10885,"Art Foster",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,OFF-AR-10000716,"Office Supplies",Art,"DIXON Ticonderoga Erasable Checking Pencils",22.32,5,0.2,5.301
9869,CA-2014-114195,2014-11-01,2014-11-03,"First Class",EA-14035,"Erin Ashbrook",Corporate,"United States",Mason,Ohio,45040,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13" Diameter Pewter Finish Round Wall Clock"",68.704,2,0.2,16.3172
9870,CA-2014-114195,2014-11-01,2014-11-03,"First Class",EA-14035,"Erin Ashbrook",Corporate,"United States",Mason,Ohio,45040,East,OFF-BI-10000494,"Office Supplies",Binders,"Acco Economy Flexible Poly Round Ring Binder",3.132,2,0.7,-2.61
9871,CA-2014-114195,2014-11-01,2014-11-03,"First Class",EA-14035,"Erin Ashbrook",Corporate,"United States",Mason,Ohio,45040,East,OFF-BI-10001658,"Office Supplies",Binders,"GBC Standard Therm-A-Bind Covers",22.428,3,0.7,-17.9424
9711,CA-2014-114251,2014-11-05,2014-11-10,"Standard Class",MD-17350,"Maribeth Dona",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,FUR-FU-10001468,Furniture,Furnishings,"Tenex Antistatic Computer Chair Mats",273.568,2,0.2,-34.196
9712,CA-2014-114251,2014-11-05,2014-11-10,"Standard Class",MD-17350,"Maribeth Dona",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,OFF-BI-10003684,"Office Supplies",Binders,"Wilson Jones Legal Size Ring Binders",13.194,2,0.7,-8.796
9713,CA-2014-114251,2014-11-05,2014-11-10,"Standard Class",MD-17350,"Maribeth Dona",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,OFF-ST-10003716,"Office Supplies",Storage,"Tennsco Double-Tier Lockers",1080.096,6,0.2,-94.5084
9714,CA-2014-114251,2014-11-05,2014-11-10,"Standard Class",MD-17350,"Maribeth Dona",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,TEC-AC-10001101,Technology,Accessories,"Sony 16GB Class 10 Micro SDHC R40 Memory Card",51.56,5,0.2,-6.445
9715,CA-2014-114251,2014-11-05,2014-11-10,"Standard Class",MD-17350,"Maribeth Dona",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,TEC-AC-10004864,Technology,Accessories,"Memorex Micro Travel Drive 32 GB",58.416,2,0.2,16.7946
5929,CA-2014-114314,2014-10-11,2014-10-15,"Standard Class",DB-13555,"Dorothy Badders",Corporate,"United States",Fayetteville,Arkansas,72701,South,FUR-FU-10002107,Furniture,Furnishings,"Eldon Pizzaz Desk Accessories",8.92,4,0,3.9248
5928,CA-2014-114314,2014-10-11,2014-10-15,"Standard Class",DB-13555,"Dorothy Badders",Corporate,"United States",Fayetteville,Arkansas,72701,South,OFF-LA-10000240,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal",7.31,1,0,3.4357
9733,CA-2014-114321,2014-08-20,2014-08-25,"Standard Class",NC-18535,"Nick Crebassa",Corporate,"United States",Hampton,Virginia,23666,South,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",500.24,13,0,145.0696
9735,CA-2014-114321,2014-08-20,2014-08-25,"Standard Class",NC-18535,"Nick Crebassa",Corporate,"United States",Hampton,Virginia,23666,South,OFF-BI-10001359,"Office Supplies",Binders,"GBC DocuBind TL300 Electric Binding System",896.99,1,0,421.5853
9734,CA-2014-114321,2014-08-20,2014-08-25,"Standard Class",NC-18535,"Nick Crebassa",Corporate,"United States",Hampton,Virginia,23666,South,OFF-PA-10000246,"Office Supplies",Paper,"Riverleaf Stik-Withit Designer Note Cubes",20.12,2,0,9.2552
9042,CA-2014-114335,2014-09-28,2014-10-03,"Standard Class",XP-21865,"Xylona Preis",Consumer,"United States",Hollywood,Florida,33021,South,FUR-FU-10000277,Furniture,Furnishings,"Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting",337.088,4,0.2,16.8544
3217,CA-2014-114433,2014-05-13,2014-05-17,"Standard Class",NP-18325,"Naresj Patel",Consumer,"United States",Oakland,California,94601,West,TEC-AC-10002800,Technology,Accessories,"Plantronics Audio 478 Stereo USB Headset",149.97,3,0,52.4895
4677,CA-2014-114510,2014-03-14,2014-03-19,"Standard Class",JF-15295,"Jason Fortune-",Consumer,"United States",Logan,Utah,84321,West,OFF-BI-10001617,"Office Supplies",Binders,"GBC Wire Binding Combs",33.088,4,0.2,11.1672
4681,CA-2014-114510,2014-03-14,2014-03-19,"Standard Class",JF-15295,"Jason Fortune-",Consumer,"United States",Logan,Utah,84321,West,OFF-BI-10003007,"Office Supplies",Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2" x 11"""",62.048,2,0.2,20.1656
4678,CA-2014-114510,2014-03-14,2014-03-19,"Standard Class",JF-15295,"Jason Fortune-",Consumer,"United States",Logan,Utah,84321,West,OFF-ST-10000736,"Office Supplies",Storage,"Carina Double Wide Media Storage Towers in Natural & Black",80.98,1,0,3.2392
4680,CA-2014-114510,2014-03-14,2014-03-19,"Standard Class",JF-15295,"Jason Fortune-",Consumer,"United States",Logan,Utah,84321,West,OFF-ST-10003221,"Office Supplies",Storage,"Staple magnet",21.36,2,0,5.7672
4679,CA-2014-114510,2014-03-14,2014-03-19,"Standard Class",JF-15295,"Jason Fortune-",Consumer,"United States",Logan,Utah,84321,West,TEC-AC-10004877,Technology,Accessories,"Imation30456 USBFlash Drive8GB",82.8,12,0,6.624
3980,CA-2014-114517,2014-12-23,2014-12-27,"Standard Class",TH-21235,"Tiffany House",Corporate,"United States","New York City","New York",10024,East,FUR-TA-10001676,Furniture,Tables,"Hon 61000 Series Interactive Training Tables",53.316,2,0.4,-19.5492
